title,release_date,vote_average,runtime,genre_names,,,title,release_date,vote_average,runtime,genre_names
Teke Teke 2,2009-03-21,6.1,73,Horror,,,,,,,
Curse of the Nun,2018-05-09,4.2,80,Horror,,,,,,,
Escapee,2011-09-02,4.0,98,"Horror, Mystery, Thriller",,,,,,,
Painted in Blood,2022-04-05,4.5,84,"Horror, Thriller",,,,,,,
Wake Wood,2011-03-25,5.5,90,"Drama, Horror, Thriller",,,,,,,
Blackwater Valley Exorcism,2006-10-17,4.4,90,Horror,,,,,,,
Monster Party,2018-11-02,5.7,89,"Horror, Thriller",,,,,,,
A Quiet Place in the Country,1968-11-14,6.0,106,"Drama, Horror",,,,,,,
The Sadness,2008-03-18,1.5,112,Horror,,,,,,,
Possibly in Michigan,1983-01-01,7.6,12,"Fantasy, Horror, Music",,,,,,,
Todd McFarlane's Spawn,1997-05-15,7.0,139,"Action, Animation, Horror",,,,,,,
Beneath Still Waters,2005-11-02,4.0,92,Horror,,,,,,,
Terror Tract,2001-06-27,5.9,96,"Comedy, Horror, Thriller",,,,,,,
Urotsukidōji III: Return of the Overfiend,1993-12-31,6.2,90,"Animation, Horror",,,,,,,
Avalanche Sharks,2014-01-01,3.4,82,"Action, Horror, Science Fiction",,,,,,,
Komodo,1999-07-04,5.2,89,"Adventure, Horror, Thriller",,,,,,,
Here Comes the Devil,2012-09-11,5.6,97,"Horror, Thriller",,,,,,,
The Last Will and Testament of Rosalind Leigh,2012-11-09,5.0,82,"Horror, Thriller",,,,,,,
Breeders,1986-01-01,4.4,77,"Horror, Science Fiction, Thriller",,,,,,,
Blood Night: The Legend of Mary Hatchet,2009-10-10,5.0,83,"Horror, Thriller",,,,,,,
The Crawling Eye,1958-07-07,4.7,84,"Horror, Science Fiction",,,,,,,
Dead Man's Curve,1998-01-24,5.6,91,"Drama, Horror, Mystery, Thriller",,,,,,,
Unnatural,2015-10-16,4.4,89,"Action, Horror, Thriller",,,,,,,
Prom Night IV: Deliver Us from Evil,1992-02-14,4.2,92,Horror,,,,,,,
The Ghostmaker,2011-08-01,5.3,91,"Horror, Science Fiction, Thriller",,,,,,,
The Red Shoes,2005-06-30,6.1,108,Horror,,,,,,,
Haunting on Fraternity Row,2018-11-02,5.1,93,"Horror, Mystery, Thriller",,,,,,,
Broadcast Signal Intrusion,2021-10-22,5.4,104,"Crime, Horror, Mystery, Thriller",,,,,,,
Watchers,1988-12-02,5.4,91,"Action, Horror, Science Fiction, Thriller",,,,,,,
Cassadaga,2011-10-22,5.3,108,"Horror, Thriller",,,,,,,
Uncle Peckerhead,2020-08-11,6.0,97,"Comedy, Horror, Music",,,,,,,
Kolobos,1999-09-28,5.1,84,"Horror, Thriller",,,,,,,
Chandramukhi,2005-04-14,7.0,164,"Comedy, Drama, Horror",,,,,,,
Escape from Cannibal Farm,2018-01-02,3.8,100,Horror,,,,,,,
Blood Lake,2014-05-25,4.6,90,"Horror, Thriller",,,,,,,
Murder-Rock: Dancing Death,1984-04-20,5.5,93,"Horror, Mystery, Thriller",,,,,,,
The Alphabet,1969-02-13,6.6,4,"Animation, Horror",,,,,,,
The Theatre Bizarre,2011-07-15,5.4,114,Horror,,,,,,,
Lights Out,2013-12-30,7.3,3,Horror,,,,,,,
A Slit-Mouthed Woman,2007-03-16,6.0,90,Horror,,,,,,,
The Damned,2013-10-17,5.6,87,"Horror, Mystery, Thriller",,,,,,,
Phantom of the Megaplex,2000-11-10,6.0,89,"Action, Comedy, Family, Horror, Mystery",,,,,,,
A Bucket of Blood,1959-10-21,6.5,66,"Comedy, Horror",,,,,,,
Messiah of Evil,1973-05-02,6.4,90,"Horror, Mystery",,,,,,,
Headgame,2018-02-20,4.4,92,Horror,,,,,,,
The Demoniacs,1974-12-05,6.2,100,Horror,,,,,,,
Ghostly Love,1989-01-01,1.0,90,"Action, Fantasy, Horror",,,,,,,
Haunted,1995-10-27,6.2,108,"Horror, Mystery",,,,,,,
The Antichrist,1974-11-22,6.2,112,"Drama, Horror",,,,,,,
The Devil's Carnival,2012-04-05,6.0,55,Horror,,,,,,,
Cruel Summer,2016-08-27,5.7,78,"Drama, Horror, Thriller",,,,,,,
Alien Apocalypse,2005-03-26,3.9,88,"Comedy, Drama, Horror, Science Fiction, Thriller, TV Movie",,,,,,,
The Heretics,2017-11-01,4.9,87,"Fantasy, Horror",,,,,,,
Smile,2016-05-06,0.0,14,Horror,,,,,,,
Hellraiser: Prophecy,2006-03-24,3.3,22,Horror,,,,,,,
12/12/12,2012-12-04,3.1,85,Horror,,,,,,,
Adrift,2017-05-18,4.2,95,"Adventure, Drama, Horror, Thriller",,,,,,,
The Amityville Haunting,2011-12-27,4.4,86,Horror,,,,,,,
The Black Belly of the Tarantula,1971-08-12,6.2,98,"Horror, Mystery, Thriller",,,,,,,
Happy Birthday,2016-08-15,4.9,93,"Horror, Thriller",,,,,,,
Black Cadillac,2003-01-01,5.7,93,"Drama, Horror, Thriller",,,,,,,
It's Alive,2008-09-10,4.2,80,"Horror, Science Fiction",,,,,,,
A.M.I.,2019-07-02,4.5,77,Horror,,,,,,,
Venus in Furs,1969-08-19,5.2,86,"Horror, Thriller",,,,,,,
Short Night of Glass Dolls,1971-10-28,6.7,92,"Horror, Mystery",,,,,,,
Incubus: New Beginnings,2022-10-01,0.0,0,"Horror, Thriller",,,,,,,
Bloody Moon,1981-03-27,4.8,90,"Horror, Mystery, Thriller",,,,,,,
The Beast of Hollow Mountain,1956-08-01,4.0,81,"Horror, Science Fiction, Western",,,,,,,
Hatchet for the Honeymoon,1970-06-02,6.5,83,"Horror, Mystery, Thriller",,,,,,,
Taboo,2002-01-14,4.0,80,"Drama, Horror, Mystery, Thriller",,,,,,,
The Manitou,1978-04-28,5.5,104,Horror,,,,,,,
Dark Circles,2013-01-01,4.8,87,Horror,,,,,,,
Patchwork,2015-10-15,5.7,86,"Comedy, Horror",,,,,,,
Growth,2010-01-29,5.5,90,"Horror, Science Fiction, Thriller",,,,,,,
Knife+Heart,2018-06-27,5.7,103,"Horror, Mystery, Romance",,,,,,,
Evil Dead Trap,1988-05-14,6.0,102,Horror,,,,,,,
Headspace,2005-09-18,5.2,89,"Horror, Mystery, Science Fiction, Thriller",,,,,,,
Don't Deliver Us from Evil,1971-04-05,6.8,102,"Drama, Horror",,,,,,,
Here There Be Monsters,2018-10-30,6.2,15,Horror,,,,,,,
Mantra,2022-10-11,0.0,0,"Horror, Thriller",,,,,,,
El recolector,2022-06-01,0.0,3,"Drama, Horror, Romance",,,,,,,
Breeder,2020-10-31,5.4,107,"Horror, Thriller",,,,,,,
Dinocroc,2004-04-20,4.2,86,"Horror, Science Fiction, Thriller",,,,,,,
Dark Woods II,2015-10-09,4.8,93,Horror,,,,,,,
The Borrower,1991-08-16,4.9,90,"Comedy, Horror, Science Fiction",,,,,,,
Wrath of Van Helsing,2022-06-14,0.0,0,Horror,,,,,,,
Home Movie,2008-10-23,4.9,77,"Drama, Horror, Thriller",,,,,,,
Mark of the Devil,1970-02-19,6.1,96,"Drama, History, Horror, Thriller",,,,,,,
My Valentine,2020-02-07,5.9,79,"Horror, Thriller",,,,,,,
The Curse of the Mummy's Tomb,1964-10-18,5.7,80,Horror,,,,,,,
Patrick,1978-10-01,6.2,112,"Horror, Science Fiction, Thriller",,,,,,,
Elfen Lied Special,2005-04-05,8.2,25,"Action, Animation, Drama, Horror, Romance, Science Fiction",,,,,,,
Shock,1977-08-12,6.3,95,"Horror, Thriller",,,,,,,
The Legacy,1978-09-01,5.3,102,Horror,,,,,,,
The Pumpkin Karver,2006-10-31,5.4,90,Horror,,,,,,,
They Look Like People,2016-02-26,6.1,80,"Drama, Horror, Mystery",,,,,,,
666: The Child,2006-06-06,4.2,80,Horror,,,,,,,
Barbarous Mexico,2014-10-18,5.1,110,"Fantasy, Horror",,,,,,,
Held,2020-10-21,5.6,94,"Horror, Mystery, Thriller",,,,,,,
The Toolbox Murders,1978-03-15,5.5,93,Horror,,,,,,,
Flower & Snake,2004-03-13,5.3,115,"Drama, Horror, Romance, Thriller",,,,,,,
Talon Falls,2017-10-13,6.3,74,Horror,,,,,,,
Humans vs Zombies,2011-11-11,4.7,105,"Comedy, Horror, Science Fiction, Thriller",,,,,,,
Dracula: The Dark Prince,2013-10-15,4.9,100,"Action, Fantasy, Horror",,,,,,,
Spider Forest,2004-09-03,6.6,112,"Horror, Thriller",,,,,,,
B.T.K.,2008-07-08,5.3,90,"Drama, Horror, Thriller",,,,,,,
Return to Cabin by the Lake,2001-08-14,4.9,89,"Horror, Mystery, Thriller, TV Movie",,,,,,,
The Wicked City,1992-01-01,5.7,91,"Action, Horror, Science Fiction",,,,,,,
The Haunting of Whaley House,2012-07-31,4.8,90,Horror,,,,,,,
Black Hollow Cage,2017-10-09,6.1,116,"Drama, Horror, Science Fiction, Thriller",,,,,,,
Hour of the Wolf,1968-02-19,7.5,90,"Drama, Horror",,,,,,,
The Wizard of Gore,2007-06-22,5.0,94,"Horror, Mystery",,,,,,,
The Deliberate Stranger,1986-05-04,6.4,185,"Crime, Drama, Horror, Thriller, TV Movie",,,,,,,
Successive Slidings of Pleasure,1974-03-07,6.3,102,"Fantasy, Horror, Thriller",,,,,,,
The Blackout Experiment,2021-07-05,4.4,81,"Drama, Horror",,,,,,,
Alien from the Darkness,1997-01-24,5.3,50,"Animation, Horror, Science Fiction",,,,,,,
Dog Lay Afternoon,1976-11-15,5.0,75,"Drama, Horror, Thriller",,,,,,,
Sweet Home,2015-05-08,4.9,80,Horror,,,,,,,
All Souls Day: Dia de los Muertos,2005-01-22,4.9,88,Horror,,,,,,,
Outpost: Rise of the Spetsnaz,2013-06-26,5.0,87,"Action, Horror, Science Fiction",,,,,,,
Invasion of the Flesh Hunters,1980-08-04,5.4,96,"Crime, Horror, Thriller",,,,,,,
Forklift Driver Klaus: The First Day on the Job,2001-08-08,7.7,10,"Comedy, Horror",,,,,,,
The Terror of Hallow's Eve,2017-08-28,5.2,80,"Horror, Thriller",,,,,,,
The Mangler Reborn,2005-11-29,4.7,84,"Horror, Science Fiction",,,,,,,
The Flintstones Meet Rockula and Frankenstone,1979-01-01,7.6,48,"Animation, Comedy, Family, Horror",,,,,,,
Scanners III: The Takeover,1992-01-31,4.3,101,"Action, Horror, Science Fiction",,,,,,,
And Soon the Darkness,1970-09-10,6.5,99,"Horror, Mystery, Thriller",,,,,,,
Skin Walker,2019-11-11,5.2,89,"Horror, Thriller",,,,,,,
Assault! Jack the Ripper,1976-07-07,6.3,71,"Crime, Drama, Horror",,,,,,,
The Haunted,1991-05-06,6.0,100,"Horror, Mystery",,,,,,,
Diamonds of Kilimandjaro,1983-06-03,3.2,95,"Action, Adventure, Horror",,,,,,,
The Nightmare,2015-06-05,5.6,90,"Documentary, Horror",,,,,,,
Hell Teacher Nube,1996-07-06,5.8,48,"Adventure, Animation, Fantasy, Horror",,,,,,,
Morgiana,1972-09-15,7.4,97,"Drama, Horror",,,,,,,
The Lair,2022-08-25,3.0,90,"Action, Horror",,,,,,,
Frankenstein,2004-10-09,4.7,88,"Drama, Horror, Mystery, Science Fiction, TV Movie",,,,,,,
Slumber Party Massacre III,1990-09-07,5.0,87,"Comedy, Horror",,,,,,,
The Nightmare,2015-07-01,6.6,88,"Drama, Horror, Mystery",,,,,,,
Bugs,2003-09-06,4.5,82,"Horror, Science Fiction",,,,,,,
Arcade,1993-07-20,5.1,85,"Fantasy, Horror, Science Fiction, Thriller",,,,,,,
Incident On and Off a Mountain Road,2005-10-28,6.1,51,"Horror, TV Movie",,,,,,,
The Wasp Woman,1959-10-30,4.4,61,"Horror, Science Fiction",,,,,,,
ThanksKilling,2008-12-08,4.1,66,"Comedy, Horror",,,,,,,
Criminal Lovers,1999-08-17,6.8,96,"Horror, Romance, Thriller",,,,,,,
The Kiss of the Vampire,1963-09-11,6.2,88,Horror,,,,,,,
Ghost Storm,2012-11-10,5.5,85,"Action, Horror, Science Fiction, TV Movie",,,,,,,
A Haunting at Silver Falls,2013-05-28,4.7,84,"Horror, Thriller",,,,,,,
Teen Lust,2014-09-04,4.8,80,"Comedy, Horror",,,,,,,
Hisss,2010-10-22,3.6,98,"Fantasy, Horror, Thriller",,,,,,,
I'm Just F*cking with You,2019-04-01,6.1,81,"Comedy, Horror, TV Movie",,,,,,,
Jersey Shore Massacre,2014-08-22,4.6,88,"Comedy, Horror",,,,,,,
Cubbyhouse,2001-12-10,3.4,89,"Horror, Thriller",,,,,,,
Demon Island,2002-06-14,5.0,85,"Adventure, Horror, Thriller",,,,,,,
The House of Snails,2021-06-11,6.3,104,"Horror, Thriller",,,,,,,
The Sitter,2007-09-16,4.8,90,"Horror, Thriller",,,,,,,
The War of the Gargantuas,1966-07-29,6.7,88,"Action, Horror, Science Fiction",,,,,,,
Fear Island,2009-09-08,5.3,95,"Horror, Mystery, Thriller",,,,,,,
Jack Goes Home,2016-03-14,5.1,100,"Drama, Horror, Thriller",,,,,,,
Modern Vampires,1998-10-19,5.1,91,"Action, Comedy, Horror, Romance, Thriller",,,,,,,
Mausoleum,1983-05-01,4.9,96,Horror,,,,,,,
Don't Hug Me I'm Scared 6,2016-06-19,8.0,8,"Animation, Fantasy, Horror, Music",,,,,,,
The Phantom of the Opera,1962-06-25,6.5,85,"Drama, Horror, Mystery",,,,,,,
Outpost,2022-10-29,0.0,84,Horror,,,,,,,
Vicious Fun,2021-11-04,6.6,103,"Comedy, Horror",,,,,,,
Yavarum Nalam,2009-03-06,6.2,137,"Horror, Mystery",,,,,,,
Anabel,2015-10-11,6.3,75,"Horror, Thriller",,,,,,,
I Scream When I Knew What You Did in Friday the 13th of Last Summer - Part 2: I Saw the Hour of the Return of the Revenge in Halloween,2011-10-20,5.3,82,"Comedy, Horror",,,,,,,
War of the Dead,2011-10-22,4.2,86,"Action, Adventure, Horror",,,,,,,
"So Sweet, So Dead",1972-07-18,6.3,89,"Crime, Drama, Horror, Mystery, Romance, Thriller",,,,,,,
Golmaal Again,2017-10-20,5.7,151,"Action, Comedy, Fantasy, Horror",,,,,,,
Bunnyman Vengeance,2017-10-30,5.9,108,Horror,,,,,,,
Ghoul,2015-02-26,4.6,86,"Horror, Thriller",,,,,,,
Dracula,1974-06-13,6.6,98,"Drama, Horror, TV Movie",,,,,,,
Wreckage,2010-01-01,4.0,86,"Horror, Thriller",,,,,,,
Class of Nuke 'Em High,1986-12-12,5.6,86,"Comedy, Horror, Science Fiction, Thriller",,,,,,,
Monster High,1989-12-20,4.1,84,"Comedy, Horror, Science Fiction",,,,,,,
Solo,2013-08-29,5.0,83,"Horror, Thriller",,,,,,,
The Wicker Tree,2011-08-27,3.9,96,"Horror, Mystery, Thriller",,,,,,,
Infection,2004-10-02,6.1,98,"Drama, Horror, Science Fiction",,,,,,,
Way of the Vampire,2005-02-22,3.4,90,"Action, Horror, Thriller",,,,,,,
Mr. Vampire III,1987-12-17,7.2,88,"Action, Comedy, Horror",,,,,,,
Ghost Town,2009-10-24,6.0,85,"Horror, Science Fiction, Western",,,,,,,
Zombie at 17,2018-10-27,6.5,84,"Horror, Thriller",,,,,,,
Slumber Party Massacre,2021-09-27,6.1,86,"Comedy, Horror",,,,,,,
Kotoko,2011-11-26,7.3,91,"Drama, Horror, Thriller",,,,,,,
In Search of Darkness,2019-05-01,7.9,264,"Documentary, Horror",,,,,,,
White Coffin,2016-07-21,4.8,75,"Action, Horror, Thriller",,,,,,,
The Mummy Resurrected,2014-03-01,3.9,80,Horror,,,,,,,
13: Game of Death,2006-10-04,6.4,114,"Crime, Horror, Thriller",,,,,,,
Late Night Trains,1975-04-09,6.0,94,"Horror, Thriller",,,,,,,
The Retaliators,2022-09-08,6.3,110,"Action, Horror",,,,,,,
Wolves of Wall Street,2002-12-31,4.6,85,Horror,,,,,,,
Ripper: Letter from Hell,2001-08-08,4.2,114,Horror,,,,,,,
Sexy Adventures of Van Helsing,2004-10-27,4.3,90,"Comedy, Horror",,,,,,,
Locusts: The 8th Plague,2005-11-12,4.9,88,"Drama, Horror",,,,,,,
11/11/11,2011-11-01,4.0,87,"Horror, Thriller",,,,,,,
Scarecrows,2017-11-22,5.0,80,Horror,,,,,,,
The Creeping Flesh,1973-02-12,6.1,92,"Horror, Science Fiction",,,,,,,
Ghost Machine,2009-02-01,5.1,100,"Action, Horror, Science Fiction, Thriller",,,,,,,
Monster Man,2003-07-30,6.0,95,Horror,,,,,,,
Innocence,2013-09-05,4.1,96,"Adventure, Fantasy, Horror, Mystery, Romance, Thriller",,,,,,,
Mr. Vampire II,1986-08-15,6.4,89,"Action, Comedy, Horror",,,,,,,
The Dead Hate the Living!,2000-02-08,5.0,90,"Comedy, Horror",,,,,,,
Forest of the Damned,2005-05-13,3.0,83,Horror,,,,,,,
The Plague,2006-09-05,4.9,88,"Horror, Thriller",,,,,,,
The Watcher in the Woods,2017-10-21,4.6,87,"Horror, TV Movie",,,,,,,
Trailer Park of Terror,2008-10-21,4.9,98,Horror,,,,,,,
Shark Exorcist,2015-08-14,2.4,70,Horror,,,,,,,
The Angels' Melancholia,2009-05-01,4.1,164,"Drama, Fantasy, Horror, Mystery, Thriller",,,,,,,
Ryde,2017-09-15,4.5,84,"Crime, Horror, Thriller",,,,,,,
Manichitrathazhu,1993-12-25,7.7,169,"Fantasy, Horror, Thriller",,,,,,,
Terror Train,2022-10-21,0.0,0,"Horror, Mystery",,,,,,,
Beyond the Darkness,1979-11-15,6.4,94,Horror,,,,,,,
Flying Monkeys,2013-03-09,5.0,85,"Fantasy, Horror, Science Fiction",,,,,,,
The Coed and the Zombie Stoner,2014-04-18,3.8,91,"Comedy, Horror",,,,,,,
Waxwork II: Lost in Time,1992-05-11,5.1,104,"Comedy, Fantasy, Horror",,,,,,,
Nekromantik 2,1991-05-07,5.3,110,"Drama, Horror, Romance",,,,,,,
Progeny,1998-03-30,4.8,98,"Horror, Science Fiction",,,,,,,
Carnosaur,1993-05-21,4.2,83,"Horror, Science Fiction",,,,,,,
Two Thousand Maniacs!,1964-03-20,5.7,87,Horror,,,,,,,
Berserker,1987-07-04,4.5,85,Horror,,,,,,,
It!,1966-03-17,6.5,96,Horror,,,,,,,
The Refuge,2022-10-20,0.0,0,Horror,,,,,,,
Aegri Somnia,2008-01-01,4.9,95,"Horror, Thriller",,,,,,,
Deinfluencer,2022-10-01,0.0,120,"Horror, Thriller",,,,,,,
Vampirella,1996-09-28,4.0,86,"Action, Horror, Science Fiction",,,,,,,
Blood Glacier,2013-09-27,5.4,98,Horror,,,,,,,
Re-cycle,2006-01-01,6.4,108,"Fantasy, Horror, Mystery, Thriller",,,,,,,
Dragon Fighter,2003-01-04,3.5,85,"Action, Horror, Science Fiction, Thriller",,,,,,,
Night Watch,1973-11-08,6.5,99,"Horror, Mystery, Thriller",,,,,,,
Blood Shot,2013-08-01,4.0,95,"Action, Comedy, Horror",,,,,,,
Don't Hug Me I'm Scared 4,2015-03-31,7.7,6,"Animation, Fantasy, Horror, Music",,,,,,,
Gogol. The Beginning,2017-08-31,6.5,100,"Adventure, Horror, Mystery, Thriller",,,,,,,
Nightstalker,2002-11-10,3.4,97,"Horror, Thriller",,,,,,,
Awaken the Shadowman,2017-07-21,3.6,90,"Horror, Mystery, Thriller",,,,,,,
Nightmare,1981-10-23,5.6,97,Horror,,,,,,,
The Giant Behemoth,1959-03-03,5.7,80,"Fantasy, Horror, Science Fiction",,,,,,,
Come Back to Me,2014-07-25,5.6,90,Horror,,,,,,,
Demonic Toys: Personal Demons,2010-01-26,3.6,80,"Fantasy, Horror",,,,,,,
Paranormal Xperience,2011-12-28,4.3,89,Horror,,,,,,,
Tony,2010-02-05,5.9,76,"Drama, Horror, Thriller",,,,,,,
Dead of Winter,1987-02-06,6.1,100,"Horror, Thriller",,,,,,,
The Vagrant,1992-05-15,6.0,91,"Comedy, Horror, Thriller",,,,,,,
The Fifth Cord,1971-08-17,6.4,93,"Horror, Mystery, Thriller",,,,,,,
Lady in a Cage,1964-01-01,6.4,94,"Drama, Horror, Mystery, Thriller",,,,,,,
Phantom of the Mall: Eric's Revenge,1989-12-01,4.4,91,Horror,,,,,,,
Evolver,1995-02-10,5.1,90,"Action, Horror, Science Fiction",,,,,,,
Sex Files: Alien Erotica,1998-01-01,5.7,99,"Horror, Romance, Science Fiction",,,,,,,
Easter Bunny Massacre,2021-10-11,5.4,85,"Horror, Mystery",,,,,,,
The Bunker,2001-09-14,5.8,95,"Drama, Horror, Mystery",,,,,,,
Class Reunion,1982-10-29,5.3,84,"Comedy, Horror",,,,,,,
The Food of the Gods,1976-06-18,4.9,88,"Horror, Science Fiction",,,,,,,
Raised by Wolves,2014-08-18,5.5,76,Horror,,,,,,,
Horror Stories,2012-07-25,5.8,108,"Horror, Thriller",,,,,,,
Dig Two Graves,2014-10-17,5.6,85,"Fantasy, Horror, Mystery, Thriller",,,,,,,
Forbidden Siren,2006-02-09,5.0,87,"Horror, Thriller",,,,,,,
Exposé,1976-03-01,5.2,84,"Horror, Thriller",,,,,,,
Faust: Love of the Damned,2000-11-01,5.0,98,"Action, Fantasy, Horror",,,,,,,
Next of Kin,1982-09-30,6.4,89,"Horror, Mystery",,,,,,,
Asuran,1995-07-21,0.0,121,"Fantasy, Horror, Thriller",,,,,,,
Witchboard,1986-12-31,5.9,98,"Horror, Mystery, Thriller",,,,,,,
The Bell Witch Haunting,2013-11-05,3.8,91,Horror,,,,,,,
West of Hell,2018-01-01,4.8,80,"Fantasy, Horror, Western",,,,,,,
The Devil Within,2016-05-09,3.3,79,"Horror, Thriller",,,,,,,
Scary or Die,2012-09-09,4.9,94,Horror,,,,,,,
I Was a Teenage Werewolf,1957-06-19,4.8,76,"Drama, Fantasy, Horror, Science Fiction",,,,,,,
K-Shop,2016-06-26,6.0,115,"Crime, Horror, Thriller",,,,,,,
Land of Smiles,2017-05-01,4.2,90,"Adventure, Horror, Thriller",,,,,,,
The Doll,2016-10-27,5.4,106,"Horror, Thriller",,,,,,,
Dead Air,2009-10-27,5.2,90,"Horror, Science Fiction, Thriller",,,,,,,
Willard,1971-07-30,6.1,95,"Horror, Science Fiction",,,,,,,
Superstition,1982-08-26,6.4,85,Horror,,,,,,,
The Phoenix Incident,2015-06-16,5.1,81,"Horror, Science Fiction, Thriller",,,,,,,
Condemned,2015-11-13,3.6,83,Horror,,,,,,,
Raptor,2001-11-06,3.9,81,"Horror, Thriller",,,,,,,
Spring Break Shark Attack,2005-03-20,4.3,88,"Action, Drama, Horror, Thriller",,,,,,,
The Cabinet of Caligari,1962-05-25,6.5,106,"Horror, Thriller",,,,,,,
Central Park,2017-06-06,4.4,90,"Horror, Thriller",,,,,,,
Oasis of the Zombies,1982-04-20,3.0,85,Horror,,,,,,,
The Reptile,1966-03-06,6.1,90,Horror,,,,,,,
Mutant Girls Squad,2010-05-22,5.7,85,"Action, Horror, Science Fiction, Thriller",,,,,,,
When Animals Dream,2014-06-12,5.6,84,"Drama, Horror, Mystery",,,,,,,
The Last Thing Mary Saw,2021-08-15,5.8,88,"Drama, Horror, Thriller",,,,,,,
The Horribly Slow Murderer with the Extremely Inefficient Weapon,2008-01-01,6.6,10,"Comedy, Horror",,,,,,,
The Weird,2022-10-03,0.0,4,"Animation, Horror, Music",,,,,,,
Venomous,2001-11-29,5.2,97,"Horror, Science Fiction",,,,,,,
Shadow: Dead Riot,2006-03-28,4.1,81,"Action, Horror",,,,,,,
Ghoulies IV,1994-08-17,3.3,84,"Comedy, Horror, Science Fiction",,,,,,,
Don't Hug Me I'm Scared 5,2015-10-14,7.2,7,"Animation, Fantasy, Horror, Music",,,,,,,
Hasta el viento tiene miedo,2007-08-13,5.5,0,"Horror, Thriller",,,,,,,
Issac,2022-11-17,0.0,0,"Horror, Romance, Thriller",,,,,,,
Tape 407,2012-04-27,4.0,90,"Horror, Science Fiction",,,,,,,
Head Count,2019-06-14,5.5,90,"Horror, Mystery, Thriller",,,,,,,
G-Zombie,2021-02-05,5.3,116,"Comedy, Fantasy, Horror",,,,,,,
The Dark Hours,2005-03-11,5.7,80,"Horror, Science Fiction, Thriller",,,,,,,
The Skull,1965-08-25,6.1,83,"Horror, Thriller",,,,,,,
Gamera the Brave,2006-11-11,7.2,96,"Action, Adventure, Family, Fantasy, Horror, Science Fiction",,,,,,,
Vacations of Terror 2,1991-04-18,5.7,85,Horror,,,,,,,
Killer Mermaid,2014-03-08,4.2,90,"Fantasy, Horror",,,,,,,
Estranged,2015-08-28,5.4,92,"Horror, Thriller",,,,,,,
Attack of the Blind Dead,1973-05-17,5.6,91,Horror,,,,,,,
Red Mist,2008-08-22,5.1,98,"Horror, Thriller",,,,,,,
Lady Death,2004-07-24,7.4,80,"Action, Animation, Fantasy, Horror, Science Fiction",,,,,,,
The Munsters' Revenge,1981-01-01,6.1,96,"Comedy, Crime, Family, Horror, TV Movie",,,,,,,
War-Gods of the Deep,1965-05-26,4.8,84,"Adventure, Fantasy, Horror, Science Fiction",,,,,,,
The Accursed,2021-11-12,6.3,84,Horror,,,,,,,
Farm House,2008-01-01,5.3,92,"Horror, Mystery, Thriller",,,,,,,
Abraham Lincoln Vampire Hunter: The Great Calamity,2012-10-23,8.2,7,"Animation, Fantasy, Horror",,,,,,,
Ghost in the Machine,1993-12-20,4.6,104,"Horror, Science Fiction, Thriller",,,,,,,
Basilisk: The Serpent King,2006-11-25,6.5,88,"Action, Fantasy, Horror, TV Movie",,,,,,,
Ring Around the Rosie,2006-03-21,4.6,87,"Horror, Mystery, Thriller",,,,,,,
The Smiling Man,2015-06-19,5.5,8,Horror,,,,,,,
Magic Cop,1990-11-01,6.5,87,"Action, Comedy, Crime, Horror",,,,,,,
Zombieworld,2015-02-24,4.9,100,Horror,,,,,,,
It Waits,2005-11-10,5.5,88,Horror,,,,,,,
Werewolf,2019-03-29,6.2,88,Horror,,,,,,,
Female Market: Imprisonment,1986-01-18,4.9,69,Horror,,,,,,,
Bunnyman,2011-06-20,4.6,90,Horror,,,,,,,
Mansquito,2005-03-05,5.6,92,"Horror, Science Fiction",,,,,,,
Keeper of Darkness,2015-11-26,5.6,103,Horror,,,,,,,
Shark Attack,1999-11-09,4.7,95,Horror,,,,,,,
Raw Force,1982-07-01,5.5,86,"Action, Adventure, Horror",,,,,,,
Convent of Sinners,1986-08-09,4.9,88,"Drama, Horror",,,,,,,
Midnighters,2017-06-19,5.7,94,"Horror, Thriller",,,,,,,
Pervert!,2005-02-12,5.0,81,"Comedy, Horror",,,,,,,
Trilogy of Terror II,1996-10-30,5.0,90,"Horror, Thriller, TV Movie",,,,,,,
Midnight Kiss,2019-12-27,5.4,89,"Horror, TV Movie",,,,,,,
Krampus: The Christmas Devil,2013-08-17,2.7,83,"Action, Horror, Thriller",,,,,,,
Saw: Rebirth,2005-10-24,5.7,7,"Animation, Crime, Horror",,,,,,,
Hellhole,1985-03-15,4.7,96,"Action, Drama, Horror, Thriller",,,,,,,
Fear Clinic,2014-10-31,4.3,95,Horror,,,,,,,
Strait-Jacket,1964-01-19,6.7,93,"Drama, Horror, Thriller",,,,,,,
They Remain,2018-01-28,5.0,102,"Drama, Horror, Mystery, Thriller",,,,,,,
Angelica,2017-11-17,4.9,95,"Drama, Horror, Thriller",,,,,,,
From a Whisper to a Scream,1987-09-25,5.8,99,"Comedy, Horror",,,,,,,
Tone-Deaf,2019-03-10,5.4,87,"Comedy, Horror, Thriller",,,,,,,
Little Witches,1996-12-23,3.9,90,"Drama, Horror",,,,,,,
It Lives Again,1978-05-10,5.4,91,Horror,,,,,,,
5150 Elm's Way,2009-10-09,6.3,110,"Drama, Horror, Thriller",,,,,,,
A Wicked Ghost,1999-11-04,5.5,85,Horror,,,,,,,
Macabre,1958-10-01,6.0,72,"Crime, Horror, Mystery, Thriller",,,,,,,
